position,score_rank,authid,name,n_articles,n_text_cue_articles,n_first,n_last,n_panel_cue_articles,panel_provider_cues,fractional_credit_on_counted_articles,tess_investigator_in_frozen_roster,article_ids,scopus_author_url,status
119,96,36473880700,Pardos-Prado S.,6,0,1,5,0,,2.833333,false,85071244588|85092319398|85113821753|85129147790|105015663876|105041479806,https://www.scopus.com/authid/detail.uri?authorId=36473880700,provisional_query_candidates
120,96,36992463600,Tilcsik A.,6,2,1,6,0,,3.166667,false,85002271166|85062990725|85097428724|85149278306|85173221804|105028036068,https://www.scopus.com/authid/detail.uri?authorId=36992463600,provisional_query_candidates
121,96,47062211000,Sauer C.,6,2,2,5,0,,2.333333,false,84875507076|84881086329|84894064305|84898884449|85011629108|85092469299,https://www.scopus.com/authid/detail.uri?authorId=47062211000,provisional_query_candidates
122,96,53983153400,Powers R.M.,6,0,3,4,0,,3.166667,false,85088843042|85122069202|85197394346|85200031287|85218098424|105032860235,https://www.scopus.com/authid/detail.uri?authorId=53983153400,provisional_query_candidates
123,96,54385071100,Grimmelikhuijsen S.G.,6,1,4,2,0,,2.016667,false,85054185907|85078863162|85087950052|85180178091|85183088890|85217151653,https://www.scopus.com/authid/detail.uri?authorId=54385071100,provisional_query_candidates
124,96,54402038900,Willems J.,6,3,2,4,0,,1.9,false,85115302760|85125332474|85129214191|85210732773|105022491747|105032162844,https://www.scopus.com/authid/detail.uri?authorId=54402038900,provisional_query_candidates
125,96,54785521400,Utych S.M.,6,0,2,4,0,,2.5,true,85092503959|85111802478|85113217939|85128342626|85128710149|85166397064,https://www.scopus.com/authid/detail.uri?authorId=54785521400,provisional_query_candidates
126,96,54939771600,Ayoub P.M.,6,1,6,0,0,,2.333333,false,85099962519|85216486046|105000519465|105002134171|105023045092|105041965396,https://www.scopus.com/authid/detail.uri?authorId=54939771600,provisional_query_candidates
127,96,55364149100,Newman B.J.,6,0,5,2,0,,2.916667,true,84995356828|85033714347|85056606391|85067402720|85079694710|85159616043,https://www.scopus.com/authid/detail.uri?authorId=55364149100,provisional_query_candidates
128,96,55498802400,Werner A.,6,0,1,5,0,,2.533333,false,85134217067|85143389438|85174613791|85184208831|85190383981|85209221117,https://www.scopus.com/authid/detail.uri?authorId=55498802400,provisional_query_candidates
129,96,55604227800,Porumbescu G.,6,0,4,2,0,,2.25,false,85026363078|85054185907|85077701916|85195165540|85210949815|105024575250,https://www.scopus.com/authid/detail.uri?authorId=55604227800,provisional_query_candidates
130,96,55735410100,Schlipphak B.,6,0,3,3,0,,2.25,false,85064750490|85124711493|85134557919|85134570877|85182157282|85209079402,https://www.scopus.com/authid/detail.uri?authorId=55735410100,provisional_query_candidates
131,96,55738296700,Huang H.,6,3,5,3,0,,4.0,false,85017439852|85046799072|85053873561|85091036820|85100758392|105040150837,https://www.scopus.com/authid/detail.uri?authorId=55738296700,provisional_query_candidates
132,96,55787363800,Liu B.,6,0,4,2,0,,1.833333,false,85129226690|85160835182|85161446266|85176725704|105001127398|105017167951,https://www.scopus.com/authid/detail.uri?authorId=55787363800,provisional_query_candidates
133,96,55955809300,Petzold K.,6,2,5,4,0,,4.5,false,85012923611|85050192071|85058308933|85066796429|85083390320|85136695741,https://www.scopus.com/authid/detail.uri?authorId=55955809300,provisional_query_candidates
134,96,56056445200,Lim S.,6,1,4,2,0,,2.5,false,85061035641|85126806972|85158154615|85206340986|85217138203|105001641509,https://www.scopus.com/authid/detail.uri?authorId=56056445200,provisional_query_candidates
135,96,56168369200,Thau M.,6,2,1,5,0,,2.083333,false,85176091880|85196067903|105002152711|105020764129|105024555682|105039885285,https://www.scopus.com/authid/detail.uri?authorId=56168369200,provisional_query_candidates
136,96,56180409500,Banda K.K.,6,1,4,5,0,,4.333333,false,84928809792|84991766097|85045027073|85065410868|85068611268|85071449219,https://www.scopus.com/authid/detail.uri?authorId=56180409500,provisional_query_candidates
137,96,56256131200,Kantorowicz J.,6,0,4,2,0,,2.45,false,85107472095|85177160946|85184401293|85211024270|105004056027|105041049895,https://www.scopus.com/authid/detail.uri?authorId=56256131200,provisional_query_candidates
138,96,56281778100,Yeh Y.Y.,6,2,2,4,2,Amazon Mechanical Turk,2.166667,false,85017439852|85109261971|85174313637|85201967593|105041986691|105047389993,https://www.scopus.com/authid/detail.uri?authorId=56281778100,provisional_query_candidates
139,96,56394620600,Kiratli O.S.,6,0,5,4,0,,4.333333,false,85075140130|85089676686|85124711493|85146277524|85182157282|105019246500,https://www.scopus.com/authid/detail.uri?authorId=56394620600,provisional_query_candidates
140,96,56421548300,McDowell D.,6,0,3,3,0,,2.416667,false,85198640867|85198928846|85198999643|85205707787|105014746447|105035324372,https://www.scopus.com/authid/detail.uri?authorId=56421548300,provisional_query_candidates
141,96,56432557600,Fossati F.,6,1,5,1,0,,2.116667,false,85077337141|85096301151|85096834370|85144266639|85154072857|85195662019,https://www.scopus.com/authid/detail.uri?authorId=56432557600,provisional_query_candidates
142,96,56487997200,Wratil C.,6,2,1,5,0,,2.233333,false,85087511720|85123717163|85146260244|85167901790|85210970407|105003592596,https://www.scopus.com/authid/detail.uri?authorId=56487997200,provisional_query_candidates
143,96,56523595800,Liu M.,6,2,6,2,0,,4.0,true,84943378770|84992630887|85042199807|85048798335|85056541355|85114939275,https://www.scopus.com/authid/detail.uri?authorId=56523595800,provisional_query_candidates
144,96,56554105500,Gummer T.,6,3,3,3,0,,2.166667,false,85030673307|85077722204|85090236618|85127278669|85139110080|85162915967,https://www.scopus.com/authid/detail.uri?authorId=56554105500,provisional_query_candidates
145,96,56964283000,Anson I.G.,6,1,5,5,1,Amazon Mechanical Turk,5.0,true,84980002227|85044778098|85053912540|85084576941|85199807893|105025476971,https://www.scopus.com/authid/detail.uri?authorId=56964283000,provisional_query_candidates
146,96,57052662100,Höhne J.K.,6,2,5,1,0,,2.25,false,85019054655|85076491034|85077537628|85081597577|85101878202|85130462555,https://www.scopus.com/authid/detail.uri?authorId=57052662100,provisional_query_candidates
147,96,57059866500,George B.,6,0,2,4,0,,2.283333,false,84980034387|85041652929|85063679523|85145548995|105015338737|105046885381,https://www.scopus.com/authid/detail.uri?authorId=57059866500,provisional_query_candidates
148,96,57188561529,Armaly M.T.,6,0,5,4,0,,4.5,false,85042913904|85076564809|85089595931|85109173631|85196367284|105037852370,https://www.scopus.com/authid/detail.uri?authorId=57188561529,provisional_query_candidates
149,96,57190216222,Igarashi A.,6,4,6,0,0,,2.833333,false,85113817293|85129159055|85135896371|85146656510|85215270505|85219095528,https://www.scopus.com/authid/detail.uri?authorId=57190216222,provisional_query_candidates
150,96,57193195374,Kingsland J.T.,6,6,0,6,1,Amazon Mechanical Turk,2.0,false,85062719018|85070298879|85097405858|85116111950|85130733510|105041076928,https://www.scopus.com/authid/detail.uri?authorId=57193195374,provisional_query_candidates
151,96,57194393515,Ventura T.,6,4,1,5,0,,1.45,false,85108077988|85162949347|85184683757|105000531734|105002151721|105005410949,https://www.scopus.com/authid/detail.uri?authorId=57194393515,provisional_query_candidates
152,96,57196403479,McDonald J.,6,1,5,3,0,,3.666667,false,85032863334|85062861887|85077627374|85089458248|85128381919|85177852839,https://www.scopus.com/authid/detail.uri?authorId=57196403479,provisional_query_candidates
153,96,57200226249,Hailey C.A.,6,0,6,4,0,,4.7,false,85122061719|85128925708|85156261644|105010706705|105010714040|105040007038,https://www.scopus.com/authid/detail.uri?authorId=57200226249,provisional_query_candidates
154,96,57201338729,Merkley E.,6,1,4,3,1,Amazon Mechanical Turk,3.5,false,85083238041|85101329581|85114635657|85125126673|85213049466|105029615177,https://www.scopus.com/authid/detail.uri?authorId=57201338729,provisional_query_candidates
155,96,57201432992,Williamson S.,6,0,3,4,0,,2.916667,false,85097946646|85098180961|85107370348|85144975057|105012359420|105024231488,https://www.scopus.com/authid/detail.uri?authorId=57201432992,provisional_query_candidates
156,96,57202349863,Lindgren E.,6,1,6,2,0,,3.059524,false,85047971161|85048862830|85059323617|85120071375|85136548419|85205860493,https://www.scopus.com/authid/detail.uri?authorId=57202349863,provisional_query_candidates
157,96,57203538647,Liu D.,6,1,2,4,0,,2.5,false,85052056398|85113622220|85121318272|85146218802|85163016524|85168162046,https://www.scopus.com/authid/detail.uri?authorId=57203538647,provisional_query_candidates
158,96,57203980082,Stone A.R.,6,1,3,4,0,,2.95,false,85048827300|85178318082|85202752226|85215106934|105043303679|105046226583,https://www.scopus.com/authid/detail.uri?authorId=57203980082,provisional_query_candidates
159,96,57205664253,Hart C.G.,6,1,6,3,0,,4.166667,false,85065436262|85098179663|85208651782|85216695265|105038637635|105047806694,https://www.scopus.com/authid/detail.uri?authorId=57205664253,provisional_query_candidates
160,96,57211437829,Sievert M.,6,1,6,2,0,,3.416667,false,85073935422|85088279135|85105957483|85150420579|85169435337|105016184441,https://www.scopus.com/authid/detail.uri?authorId=57211437829,provisional_query_candidates
161,96,57213579538,Malhotra N.,6,0,3,3,0,,2.833333,true,77957258431|79959924556|84858239000|85020679995|85056606391|105039663685,https://www.scopus.com/authid/detail.uri?authorId=57213579538,provisional_query_candidates
162,96,57216736131,Myrick R.,6,1,5,5,0,,4.833333,false,85084415374|85104521328|85125245859|85163023503|85184211388|105020196425,https://www.scopus.com/authid/detail.uri?authorId=57216736131,provisional_query_candidates
163,96,57217532548,Schwartz J.A.,6,0,5,2,0,,3.333333,true,85087359226|85149321800|85158910564|85178020236|85191344815|105029666557,https://www.scopus.com/authid/detail.uri?authorId=57217532548,provisional_query_candidates
164,96,57218118345,Lee S.,6,0,4,2,0,,3.0,false,85124077537|85175146854|85178474686|85200033057|85204778122|105000329339,https://www.scopus.com/authid/detail.uri?authorId=57218118345,provisional_query_candidates
165,96,57219597903,Viskupič F.,6,5,6,1,0,,3.166667,false,85117229664|85126999861|85127199567|85136147119|85185931485|105015504490,https://www.scopus.com/authid/detail.uri?authorId=57219597903,provisional_query_candidates
166,166,6505868314,Dolnicar S.,5,2,1,4,0,,1.309524,false,85199805605|85209691542|105019921140|105023675499|105038796493,https://www.scopus.com/authid/detail.uri?authorId=6505868314,provisional_query_candidates
167,166,6506538663,Ferree K.E.,5,3,5,0,0,,1.092857,false,85099695111|85101402918|85129594484|85147575918|105032843624,https://www.scopus.com/authid/detail.uri?authorId=6506538663,provisional_query_candidates
168,166,6506789846,Djupe P.A.,5,0,2,3,0,,2.5,true,77950941472|84887527789|84888056901|85032020748|85047659603,https://www.scopus.com/authid/detail.uri?authorId=6506789846,provisional_query_candidates
169,166,6507601724,Kessels U.,5,5,1,4,0,,2.5,false,84941420982|84989162307|85021792061|85083053425|85164741684,https://www.scopus.com/authid/detail.uri?authorId=6507601724,provisional_query_candidates
170,166,6602214882,Culpepper P.D.,5,2,5,0,0,,1.916667,false,85100982825|85134494855|85146123887|105002039991|105040003129,https://www.scopus.com/authid/detail.uri?authorId=6602214882,provisional_query_candidates
171,166,6603559510,Turgeon M.,5,4,2,3,0,,2.333333,true,85103989954|85192081135|85205391449|85213031996|105044141502,https://www.scopus.com/authid/detail.uri?authorId=6603559510,provisional_query_candidates
172,166,6701315673,Mutz D.,5,0,3,2,0,,2.333333,true,84893231254|85046652073|85071235282|85090433615|85097547967,https://www.scopus.com/authid/detail.uri?authorId=6701315673,provisional_query_candidates
173,166,6701385118,Delnevo C.D.,5,1,0,5,2,Amazon Mechanical Turk,1.066667,false,85110412461|85121980377|85130616938|85201870841|105025109298,https://www.scopus.com/authid/detail.uri?authorId=6701385118,provisional_query_candidates
174,166,7003496076,Valentino B.,5,0,1,4,0,,2.0,false,84874488456|85026355323|85107690979|85126243073|85136230646,https://www.scopus.com/authid/detail.uri?authorId=7003496076,provisional_query_candidates
175,166,7003958020,Bäck H.,5,1,3,2,0,,1.666667,false,85083977074|85163109599|85166539849|105012238232|105032202385,https://www.scopus.com/authid/detail.uri?authorId=7003958020,provisional_query_candidates
176,166,7006076235,Nielson D.,5,1,1,4,0,,1.416667,false,85016450563|85042331449|85059536876|85096003795|85172920970,https://www.scopus.com/authid/detail.uri?authorId=7006076235,provisional_query_candidates
177,166,7006351054,Bowler S.,5,1,2,3,0,,2.166667,true,84958068743|85106422481|85141617196|85181836999|105037750844,https://www.scopus.com/authid/detail.uri?authorId=7006351054,provisional_query_candidates
178,166,7801376387,Canetti D.,5,0,0,5,0,,1.416667,false,85099209288|85127306349|85177031085|85188351147|105031648229,https://www.scopus.com/authid/detail.uri?authorId=7801376387,provisional_query_candidates
179,166,11141029900,Schaffer L.M.,5,0,3,3,0,,3.0,false,85074743455|85130525116|85134683568|85169321398|85199687799,https://www.scopus.com/authid/detail.uri?authorId=11141029900,provisional_query_candidates
180,166,12446550300,Tingley D.,5,0,3,3,0,,2.666667,false,84902437963|85042230875|85077074496|85116162897|105003448058,https://www.scopus.com/authid/detail.uri?authorId=12446550300,provisional_query_candidates
181,166,12778395300,Karpowitz C.F.,5,3,5,0,0,,1.666667,false,84924121201|84981169079|85016404940|85097212075|85210846977,https://www.scopus.com/authid/detail.uri?authorId=12778395300,provisional_query_candidates
182,166,13409686500,Campbell R.,5,0,5,0,0,,2.25,false,84891492128|84902325707|84918770484|85011749261|85065801512,https://www.scopus.com/authid/detail.uri?authorId=13409686500,provisional_query_candidates
183,166,13606654500,Radnitz S.,5,1,4,3,1,Amazon Mechanical Turk,3.333333,true,84946782078|85089599373|85117122958|85210171429|105009524946,https://www.scopus.com/authid/detail.uri?authorId=13606654500,provisional_query_candidates
184,166,14522871400,Mummolo J.,5,0,4,2,0,,2.833333,false,84983326080|85012273289|85019962970|85064805724|85074751612,https://www.scopus.com/authid/detail.uri?authorId=14522871400,provisional_query_candidates
185,166,16023197400,Wojcieszak M.,5,1,1,4,0,,1.233333,false,84939186199|85098748664|85195603094|105020833070|105022440662,https://www.scopus.com/authid/detail.uri?authorId=16023197400,provisional_query_candidates
186,166,16310498400,Rathbun B.C.,5,0,3,2,0,,2.166667,false,85126280332|85136291934|85159049564|85176376816|85194538813,https://www.scopus.com/authid/detail.uri?authorId=16310498400,provisional_query_candidates
187,166,20435282600,Esaiasson P.,5,1,2,3,0,,1.833333,false,85018392116|85081683443|85127425467|85133400042|105042292936,https://www.scopus.com/authid/detail.uri?authorId=20435282600,provisional_query_candidates
